,,STOPS MODEL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APC Collected Data (Flagler),,,,,,,,,,,,,,,
FID_1,ID,STATIONSEQ,STATION,STAT_CODE,STAT_GRP,GRP_NAME,DAILYBOARD,STOP_ID1,STOP_ID2,STOP_ID3,STOP_ID4,STOPSTYPE,NEWSTATION,Agency,FGSTP,STOPSTYPEB,PNR_PEN,DIFFGTFX,WALK_PEN,SAMEGTFX,STPID,KNR_PEN,BoardingBC,LAT,LONG,WPenBK,PpenBK,KpenBK,POINT_X,POINT_Y,FID_2,ROUTE,DAY,DIR,STOP,STOPNAME, DAY_ON , DAY_OFF , DAY_TOT , LAT_1 , LONG_1 , key , District , Distance , Difference ,bin,include.lowest
145,10910,9010,EDGEWATER DR@#200,EGWD##26,50,MI_OTM,9,1733     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1733,5,10,0,0,10,5,5,-80.259291,25.706907,3103,37,1,1,22,EDGEWATER DR #200, 9 , 2 , 11 , 26 , (80), 37-EDGEWATER DR #200 , 9 , 0 , (2),-20 to 0,TRUE
1213,11196,9296,PALM AV@W 32 ST,PLMV#324,48,MI_GRD,7,2080     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2080,5,8,0,0,10,5,5,-80.282533,25.850931,2981,37,1,0,22,PALM AV W 32 ST, 6 , 7 , 13 , 26 , (80), 37-PALM AV W 32 ST , 11 , 0 , (6),-20 to 0,TRUE
146,10911,9011,EDGEWATER DR@# 90,EGWD##06,50,MI_OTM,11,1734     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1734,5,12,0,0,10,5,5,-80.255122,25.706969,3104,37,1,1,23,EDGEWATER DR # 90, 10 , 11 , 21 , 26 , (80), 37-EDGEWATER DR # 90 , 9 , 0 , (10),-20 to 0,TRUE
1214,11197,9297,PALM AV@W 30 ST,PLMV#304,48,MI_GRD,7,2081     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2081,5,8,0,0,10,5,5,-80.28245,25.848897,2982,37,1,0,23,PALM AV W 30 ST, 6 , 11 , 17 , 26 , (80), 37-PALM AV W 30 ST , 11 , 0 , (10),-20 to 0,TRUE
147,10912,9012,EDGEWATER DR@DOUGLAS RD,EGWDDOU5,50,MI_OTM,37,1735     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1735,5,41,0,0,10,5,5,-80.25292,25.706993,3105,37,1,1,24,EDGEWATER DR DOUGLAS RD, 35 , 21 , 56 , 26 , (80), 37-EDGEWATER DR DOUGLAS RD , 9 , 0 , (19),-20 to 0,TRUE
1185,11198,9298,PALM AV@W 28 ST,PLMV#283,48,MI_GRD,15,2082     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2082,5,17,0,0,10,5,5,-80.282406,25.847611,2983,37,1,0,24,PALM AV W 28 ST, 13 , 4 , 17 , 26 , (80), 37-PALM AV W 28 ST , 11 , 0 , (2),-20 to 0,TRUE
1186,11199,9299,PALM AV@W 26 ST,PLMV#263,48,MI_GRD,17,2083     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2083,5,19,0,0,10,5,5,-80.282324,25.84571,2984,37,1,0,25,PALM AV W 26 ST, 13 , 5 , 18 , 26 , (80), 37-PALM AV W 26 ST , 11 , 0 , (1),-20 to 0,TRUE
4164,17804,15904,SW 37 AV@N PROSPECT RD,C37VPRO1,50,MI_OTM,1,9860     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9860,5,1,0,0,10,5,5,-80.25275,25.70918,3106,37,1,1,25,SW 37 AV N PROSPECT RD, 0 , 1 , 1 , 26 , (80), 37-SW 37 AV N PROSPECT RD , 9 , 0 , 0 ,0 to 20,TRUE
1187,11200,9300,PALM AV@W 23 ST,PLMV#233,48,MI_GRD,10,2084     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2084,5,11,0,0,10,5,5,-80.282214,25.843086,2985,37,1,0,26,PALM AV W 23 ST, 7 , 5 , 12 , 26 , (80), 37-PALM AV W 23 ST , 11 , 0 , (2),-20 to 0,TRUE
1903,16001,14101,SW 37 AV@BATTERSEA RD,C37VBAT2,50,MI_OTM,13,7504     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7504,5,14,0,0,10,5,5,-80.25278,25.71052,3107,37,1,1,26,SW 37 AV BATTERSEA RD, 16 , 2 , 18 , 26 , (80), 37-SW 37 AV BATTERSEA RD , 9 , 0 , (5),-20 to 0,TRUE
1904,16002,14102,SW 37 AV@KLEBBA DR,C37VKLE1,50,MI_OTM,5,7505     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7505,5,6,0,0,10,5,5,-80.25285,25.71246,3108,37,1,1,27,SW 37 AV KLEBBA DR, 4 , 1 , 5 , 26 , (80), 37-SW 37 AV KLEBBA DR , 9 , 0 , (0),-20 to 0,TRUE
1180,11201,9301,PALM AV@W 21 ST,PLMV#214,48,MI_GRD,16,2085     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2085,5,18,0,0,10,5,5,-80.282106,25.840523,2987,37,1,0,28,PALM AV W 21 ST, 12 , 2 , 13 , 26 , (80), 37-PALM AV W 21 ST , 12 , 0 , 3 ,0 to 20,TRUE
1183,11431,9531,W 21 ST@PALM AV,W21SPAL5,48,MI_GRD,5,2328     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2328,5,5,0,0,10,5,5,-80.282353,25.840748,2987,37,1,0,28,PALM AV W 21 ST, 12 , 2 , 13 , 26 , (80), 37-PALM AV W 21 ST , 12 , 0 , (8),-20 to 0,TRUE
1184,11435,9535,W 21 ST@PALM AV,W21SPAL8,48,MI_GRD,9,2332     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2332,5,10,0,0,10,5,5,-80.282456,25.840896,2987,37,1,0,28,PALM AV W 21 ST, 12 , 2 , 13 , 26 , (80), 37-PALM AV W 21 ST , 12 , 0 , (4),-20 to 0,TRUE
1905,16003,14103,SW 37 AV@PARK LN,C37VPAR1,50,MI_OTM,3,7506     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7506,5,3,0,0,10,5,5,-80.25291,25.71406,3109,37,1,1,28,SW 37 AV PARK LN, 3 , 0 , 3 , 26 , (80), 37-SW 37 AV PARK LN , 9 , 0 , (0),-20 to 0,TRUE
1181,11202,9302,PALM AV@W 19 ST,PLMV#193,48,MI_GRD,5,2086     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2086,5,6,0,0,10,5,5,-80.28204,25.83912,2988,37,1,0,29,PALM AV W 19 ST, 3 , 1 , 5 , 26 , (80), 37-PALM AV W 19 ST , 12 , 0 , 0 ,0 to 20,TRUE
1906,16004,14104,SW 37 AV@OP PINE AV,C37VPIV1,50,MI_OTM,0,7507     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7507,5,0,0,0,10,5,5,-80.25298,25.71571,3110,37,1,1,29,SW 37 AV OP PINE AV, 0 , 0 , 1 , 26 , (80), 37-SW 37 AV OP PINE AV , 9 , 0 , (1),-20 to 0,TRUE
1182,11203,9303,PALM AV@W 17 ST,PLMV#173,48,MI_GRD,13,2087     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2087,5,14,0,0,10,5,5,-80.28196,25.837404,2989,37,1,0,30,PALM AV W 17 ST, 10 , 8 , 18 , 26 , (80), 37-PALM AV W 17 ST , 12 , 0 , (5),-20 to 0,TRUE
1907,16005,14105,SW 37 AV@MAIN HY,C37VMAI1,50,MI_OTM,11,7508     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7508,5,12,0,0,10,5,5,-80.25302,25.71713,3111,37,1,1,30,SW 37 AV MAIN HY, 9 , 2 , 11 , 26 , (80), 37-SW 37 AV MAIN HY , 9 , 0 , 0 ,0 to 20,TRUE
1176,11204,9304,PALM AV@W 15 ST,PLMV#153,48,MI_GRD,14,2088     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2088,5,15,0,0,10,5,5,-80.281895,25.8355,2990,37,1,0,31,PALM AV W 15 ST, 10 , 5 , 16 , 26 , (80), 37-PALM AV W 15 ST , 12 , 0 , (2),-20 to 0,TRUE
1917,16006,14106,SW 37 AV@LEAFY WY,C37VLEA2,50,MI_OTM,4,7509     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7509,5,4,0,0,10,5,5,-80.2531,25.71915,3112,37,1,1,31,SW 37 AV LEAFY WY, 3 , 2 , 5 , 26 , (80), 37-SW 37 AV LEAFY WY , 9 , 0 , (1),-20 to 0,TRUE
1177,11205,9305,PALM AV@W 13 ST,PLMV#133,48,MI_GRD,14,2089     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2089,5,16,0,0,10,5,5,-80.281819,25.833713,2991,37,1,0,32,PALM AV W 13 ST, 14 , 19 , 32 , 26 , (80), 37-PALM AV W 13 ST , 12 , 0 , (18),-20 to 0,TRUE
1918,16007,14107,SW 37 AV@POINCIANA AV,C37VPOI2,50,MI_OTM,13,7510     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7510,5,14,0,0,10,5,5,-80.25315,25.72043,3113,37,1,1,32,SW 37 AV POINCIANA AV, 11 , 1 , 12 , 26 , (80), 37-SW 37 AV POINCIANA AV , 9 , 0 , 1 ,0 to 20,TRUE
1178,11206,9306,PALM AV@W 11 ST,PLMV#113,48,MI_GRD,15,2090     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2090,5,17,0,0,10,5,5,-80.281763,25.831889,2992,37,1,0,33,PALM AV W 11 ST, 17 , 14 , 31 , 26 , (80), 37-PALM AV W 11 ST , 12 , 0 , (16),-20 to 0,TRUE
1919,16008,14108,SW 37 AV@PALMETTO AV,C37VPAL2,50,MI_OTM,5,7511     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7511,5,6,0,0,10,5,5,-80.25324,25.72237,3114,37,1,1,33,SW 37 AV PALMETTO AV, 5 , 2 , 7 , 26 , (80), 37-SW 37 AV PALMETTO AV , 9 , 0 , (2),-20 to 0,TRUE
1179,11207,9307,PALM AV@W 9 ST,PLMV##93,48,MI_GRD,8,2091     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2091,5,9,0,0,10,5,5,-80.2817,25.830361,2993,37,1,0,34,PALM AV W 9 ST, 9 , 13 , 23 , 26 , (80), 37-PALM AV W 9 ST , 12 , 0 , (15),-20 to 0,TRUE
1920,16009,14109,SW 37 AV@KUMQUAT AV,C37VKUM1,50,MI_OTM,8,7512     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7512,5,9,0,0,10,5,5,-80.25337,25.72433,3115,37,1,1,34,SW 37 AV KUMQUAT AV, 8 , 1 , 10 , 26 , (80), 37-SW 37 AV KUMQUAT AV , 9 , 0 , (2),-20 to 0,TRUE
1138,11208,9308,PALM AV@W 8 ST,PLMV##83,48,MI_GRD,19,2092     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2092,5,21,0,0,10,5,5,-80.281672,25.829477,2994,37,1,0,35,PALM AV W 8 ST, 14 , 14 , 28 , 26 , (80), 37-PALM AV W 8 ST , 12 , 0 , (9),-20 to 0,TRUE
1921,16010,14110,SW 37 AV@CHARLES AV,C37VCHA1,50,MI_OTM,13,7513     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7513,5,14,0,0,10,5,5,-80.25343,25.72546,3116,37,1,1,35,SW 37 AV CHARLES AV, 14 , 3 , 17 , 26 , (80), 37-SW 37 AV CHARLES AV , 9 , 0 , (4),-20 to 0,TRUE
150,10230,8330,SW 37 AV@GRAND AV,GRANDGLN,50,MI_OTM,47,310      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,310,5,52,0,0,10,5,5,-80.253525,25.728036,3117,37,1,1,36,SW 37 AV GRAND AV, 23 , 10 , 33 , 26 , (80), 37-SW 37 AV GRAND AV , 9 , 0 , 14 ,0 to 20,TRUE
153,10553,8653,GRAND AV@SW 37 AV,GRANDGL0,50,MI_OTM,0,1187     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1187,5,0,0,0,10,5,5,-80.254056,25.727716,3117,37,1,1,36,SW 37 AV GRAND AV, 23 , 10 , 33 , 26 , (80), 37-SW 37 AV GRAND AV , 9 , 0 , (33),-50 to -20,TRUE
1139,11209,9309,PALM AV@W 7 ST,PLMV##73,48,MI_GRD,13,2093     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2093,5,14,0,0,10,5,5,-80.281635,25.828373,2995,37,1,0,36,PALM AV W 7 ST, 9 , 22 , 32 , 26 , (80), 37-PALM AV W 7 ST , 12 , 0 , (19),-20 to 0,TRUE
1922,16697,14797,GRAND AV@PLAZA ST,GRDVPLA8,50,MI_OTM,9,8282     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8282,5,10,0,0,10,5,5,-80.25227,25.7278,3117,37,1,1,36,SW 37 AV GRAND AV, 23 , 10 , 33 , 26 , (80), 37-SW 37 AV GRAND AV , 9 , 0 , (24),-50 to -20,TRUE
1140,11210,9310,PALM AV@W 6 ST,PLMV##64,48,MI_GRD,27,2094     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2094,5,30,0,0,10,5,5,-80.28156,25.826946,2996,37,1,0,37,PALM AV W 6 ST, 22 , 33 , 55 , 26 , (80), 37-PALM AV W 6 ST , 12 , 0 , (28),-50 to -20,TRUE
1924,16011,14111,SW 37 AV@OAK AV,C37VOKV2,50,MI_OTM,13,7514     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7514,5,14,0,0,10,5,5,-80.25365,25.72992,3118,37,1,1,37,SW 37 AV OAK AV, 5 , 1 , 6 , 26 , (80), 37-SW 37 AV OAK AV , 9 , 0 , 7 ,0 to 20,TRUE
295,10293,8393,W 3 ST@PALM AV,PALM3STS,48,MI_GRD,140,421      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,421,5,155,0,0,10,5,5,-80.281805,25.824365,2997,37,1,0,38,E 3 ST PALM AV, 19 , 28 , 47 , 26 , (80), 37-E 3 ST PALM AV , 12 , 0 , 93 ,50 to 100,TRUE
1141,11211,9311,PALM AV@W 3 ST,PLMV##34,48,MI_GRD,0,2095     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2095,5,0,0,0,10,5,5,-80.281473,25.824143,2997,37,1,0,38,E 3 ST PALM AV, 19 , 28 , 47 , 26 , (80), 37-E 3 ST PALM AV , 12 , 0 , (47),-50 to -20,TRUE
1142,11397,9497,E 3 ST@PALM AV,E3STPAL6,48,MI_GRD,15,2293     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2293,5,17,0,0,10,5,5,-80.281033,25.824415,2997,37,1,0,38,E 3 ST PALM AV, 19 , 28 , 47 , 26 , (80), 37-E 3 ST PALM AV , 12 , 0 , (32),-50 to -20,TRUE
1925,16012,14112,SW 37 AV@US 1,C37VUS11,50,MI_OTM,16,7515     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7515,5,18,0,0,10,5,5,-80.25375,25.73222,3119,37,1,1,38,SW 37 AV US 1, 12 , 3 , 16 , 26 , (80), 37-SW 37 AV US 1 , 9 , 0 , 0 ,0 to 20,TRUE
1143,11174,9274,E 1 AV@E 3 ST,E1AV##31,48,MI_GRD,1,2058     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2058,5,1,0,0,10,5,5,-80.279299,25.824344,2998,37,1,0,39,E 3 ST E 1 AV, 15 , 14 , 29 , 26 , (80), 37-E 3 ST E 1 AV , 12 , 0 , (28),-50 to -20,TRUE
1147,11398,9498,E 3 ST@E 1 AV,E3ST##16,48,MI_GRD,14,2294     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,2294,5,15,0,0,10,5,5,-80.27913,25.824447,2998,37,1,0,39,E 3 ST E 1 AV, 15 , 14 , 29 , 26 , (80), 37-E 3 ST E 1 AV , 12 , 0 , (15),-20 to 0,TRUE
1884,16013,14113,SW 37 AV@BIRD RD,C37VBIR2,50,MI_OTM,9,7517     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7517,5,10,0,0,10,5,5,-80.25393,25.73539,3121,37,1,1,40,SW 37 AV BIRD RD, 9 , 2 , 11 , 26 , (80), 37-SW 37 AV BIRD RD , 17 , 0 , (2),-20 to 0,TRUE
4564,17968,16068,E 2 AV@HIALEAH  DR,E#2VHID2,48,MI_GRD,0,10214    M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,10214,5,0,0,0,10,5,5,-80.27722,25.82285,2999,37,1,0,40,E 2 AV HIALEAH DR, 33 , 33 , 66 , 26 , (80), 37-E 2 AV HIALEAH DR , 12 , 0 , (66),-100 to -50,TRUE
4565,17977,16077,E 2 AV@HIALEAH DR,E2V#HIA2,48,MI_GRD,41,10226    M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,10226,5,45,0,0,10,5,5,-80.27726,25.82302,2999,37,1,0,40,E 2 AV HIALEAH DR, 33 , 33 , 66 , 26 , (80), 37-E 2 AV HIALEAH DR , 12 , 0 , (25),-50 to -20,TRUE
4566,17978,16078,E 2 AV@HIALEAH DR,E2V#HIA3,48,MI_GRD,30,10227    M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,10227,5,33,0,0,10,5,5,-80.27741,25.82298,2999,37,1,0,40,E 2 AV HIALEAH DR, 33 , 33 , 66 , 26 , (80), 37-E 2 AV HIALEAH DR , 12 , 0 , (36),-50 to -20,TRUE
4569,17677,15777,HIALEAH DR@EUCALYPTUS DR (E/F),HIADEUC6,48,MI_GRD,3,9465     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9465,5,3,0,0,10,5,5,-80.27706,25.82272,2999,37,1,0,40,E 2 AV HIALEAH DR, 33 , 33 , 66 , 26 , (80), 37-E 2 AV HIALEAH DR , 12 , 0 , (63),-100 to -50,TRUE
1885,16014,14114,SW 37 AV@SW 29 ST,C37V#291,50,MI_OTM,12,7518     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7518,5,13,0,0,10,5,5,-80.25398,25.7369,3122,37,1,1,41,SW 37 AV SW 29 ST, 12 , 5 , 17 , 26 , (80), 37-SW 37 AV SW 29 ST , 17 , 0 , (5),-20 to 0,TRUE
296,10280,8380,HIALEAH DR@E 4 AV,E4AVHIDW,48,MI_GRD,15,399      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,399,5,17,0,0,10,5,5,-80.273611,25.823005,3001,37,1,0,42,HIALEAH DR E 4 AV, 29 , 20 , 49 , 26 , (80), 37-HIALEAH DR E 4 AV , 12 , 0 , (34),-50 to -20,TRUE
297,10222,8322,HIALEAH DR@E 4 AV,E4AVHIDS,48,MI_GRD,33,300      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,300,5,36,0,0,10,5,5,-80.273621,25.822828,3001,37,1,0,42,HIALEAH DR E 4 AV, 29 , 20 , 49 , 26 , (80), 37-HIALEAH DR E 4 AV , 12 , 0 , (16),-20 to 0,TRUE
298,10274,8374,HIALEAH DR@E 4 AV,E4AVHIDE,48,MI_GRD,23,388      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,388,5,25,0,0,10,5,5,-80.273302,25.822873,3001,37,1,0,42,HIALEAH DR E 4 AV, 29 , 20 , 49 , 26 , (80), 37-HIALEAH DR E 4 AV , 12 , 0 , (26),-50 to -20,TRUE
299,10625,8725,HIALEAH DR@E 4 AV,E4AVHIDD,48,MI_GRD,9,1339     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1339,5,10,0,0,10,5,5,-80.2725,25.823061,3001,37,1,0,42,HIALEAH DR E 4 AV, 29 , 20 , 49 , 26 , (80), 37-HIALEAH DR E 4 AV , 12 , 0 , (40),-50 to -20,TRUE
1160,11115,9215,E 4 AV@E 2 ST,E4AV##21,48,MI_GRD,21,1999     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1999,5,23,0,0,10,5,5,-80.273246,25.823751,3001,37,1,0,42,HIALEAH DR E 4 AV, 29 , 20 , 49 , 26 , (80), 37-HIALEAH DR E 4 AV , 12 , 0 , (28),-50 to -20,TRUE
1886,16015,14115,SW 37 AV@SW 27 LN,C37V#272,50,MI_OTM,34,7519     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7519,5,38,0,0,10,5,5,-80.25408,25.74008,3123,37,1,1,42,SW 37 AV SW 27 LN, 35 , 19 , 54 , 26 , (80), 37-SW 37 AV SW 27 LN , 17 , 0 , (20),-20 to 0,TRUE
1887,16016,14116,SW 37 AV@SW 26 TE,C37V#261,50,MI_OTM,13,7520     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7520,5,14,0,0,10,5,5,-80.25415,25.74181,3124,37,1,1,43,SW 37 AV SW 26 TE, 10 , 15 , 25 , 26 , (80), 37-SW 37 AV SW 26 TE , 17 , 0 , (12),-20 to 0,TRUE
4568,17676,15776,SE 4 AV@SE 3 ST (S/N),B#4V##33,48,MI_GRD,2,9464     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9464,5,2,0,0,10,5,5,-80.27329,25.82028,3002,37,1,0,43,SE 4 AV SE 3 ST, 1 , 3 , 4 , 26 , (80), 37-SE 4 AV SE 3 ST , 12 , 0 , (2),-20 to 0,TRUE
1873,16017,14117,SW 37 AV@SW 26 ST,C37V#262,50,MI_OTM,31,7521     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7521,5,34,0,0,10,5,5,-80.25421,25.74336,3125,37,1,1,44,SW 37 AV SW 26 ST, 31 , 20 , 51 , 26 , (80), 37-SW 37 AV SW 26 ST , 17 , 0 , (20),-50 to -20,TRUE
4570,17678,15778,SE 4 AV@PASH E HO WA DR (S/N),B#4VPAS,48,MI_GRD,3,9466     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9466,5,3,0,0,10,5,5,-80.27324,25.81944,3003,37,1,0,44,SE 4 AV PASH E HO WA DR, 3 , 5 , 8 , 26 , (80), 37-SE 4 AV PASH E HO WA DR , 12 , 0 , (5),-20 to 0,TRUE
1874,16018,14118,SW 37 AV@SW 24 TE,C37V#242,50,MI_OTM,13,7522     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7522,5,14,0,0,10,5,5,-80.25432,25.74555,3126,37,1,1,45,SW 37 AV SW 24 TE, 13 , 9 , 23 , 26 , (80), 37-SW 37 AV SW 24 TE , 17 , 0 , (10),-20 to 0,TRUE
4571,17810,15910,SE 4 AV@E OKEECHOBEE RD,SE4VOKE3,48,MI_GRD,6,9873     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9873,5,7,0,0,10,5,5,-80.27318,25.81769,3004,37,1,0,45,SE 4 AV E OKEECHOBEE RD, 7 , 8 , 16 , 26 , (80), 37-SE 4 AV E OKEECHOBEE RD , 12 , 0 , (10),-20 to 0,TRUE
1875,16019,14119,SW 37 AV@SW 23 ST,C37V#231,50,MI_OTM,8,7523     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7523,5,9,0,0,10,5,5,-80.25439,25.74741,3127,37,1,1,46,SW 37 AV SW 23 ST, 7 , 10 , 17 , 26 , (80), 37-SW 37 AV SW 23 ST , 17 , 0 , (9),-20 to 0,TRUE
4766,17877,15977,EAST DR@S ROYAL POINCIANA BLVD,EDRVSRB4,49,MI_OTN,7,10009    M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,10009,5,8,0,0,10,5,5,-80.27308,25.81535,3005,37,1,0,46,EAST DR S ROYAL POINCIANA BL, 6 , 8 , 15 , 26 , (80), 37-EAST DR S ROYAL POINCIANA BL , 14 , 0 , (8),-20 to 0,TRUE
4769,16850,14950,EAST DR@S ROYAL POINCIANA BD,EDRVSRB1,49,MI_OTN,14,8479     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8479,5,15,0,0,10,5,5,-80.27293,25.81541,3005,37,1,0,46,EAST DR S ROYAL POINCIANA BL, 6 , 8 , 15 , 26 , (80), 37-EAST DR S ROYAL POINCIANA BL , 14 , 0 , (1),-20 to 0,TRUE
87,10742,8842,MERRICK WY@ARAGON AV,MRKYARA1,50,MI_OTM,50,1473     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1473,5,55,0,0,10,5,5,-80.255245,25.750508,3128,37,1,1,47,SW 37 AV SW 22 ST, 122 , 71 , 193 , 26 , (80), 37-SW 37 AV SW 22 ST , 17 , 0 , (143),-500 to -100,TRUE
4768,16849,14949,EAST DR@EASTWARD DR,EDRVEAS1,49,MI_OTN,1,8478     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8478,5,1,0,0,10,5,5,-80.27286,25.81353,3006,37,1,0,47,EAST DR EASTWARD DR, 4 , 2 , 6 , 26 , (80), 37-EAST DR EASTWARD DR , 14 , 0 , (5),-20 to 0,TRUE
4754,16852,14952,EAST DR@LABARON DR,EDRVLAB4,49,MI_OTN,2,8481     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8481,5,2,0,0,10,5,5,-80.27284,25.8108,3007,37,1,0,48,EAST DR LABARON DR, 1 , 1 , 2 , 26 , (80), 37-EAST DR LABARON DR , 14 , 0 , 0 ,0 to 20,TRUE
1715,16021,14121,SW 37 AV@SW 20 ST,C37V#202,50,MI_OTM,7,7525     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7525,5,8,0,0,10,5,5,-80.254568,25.752818,3129,37,1,1,49,SW 37 AV SW 20 ST, 5 , 8 , 12 , 26 , (80), 37-SW 37 AV SW 20 ST , 17 , 0 , (5),-20 to 0,TRUE
1716,16022,14122,SW 37 AV@SW 17 ST,C37V#172,50,MI_OTM,5,7526     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7526,5,5,0,0,10,5,5,-80.254662,25.755501,3130,37,1,1,50,SW 37 AV SW 17 ST, 6 , 7 , 13 , 26 , (80), 37-SW 37 AV SW 17 ST , 17 , 0 , (8),-20 to 0,TRUE
1717,16023,14123,SW 37 AV@SW 16 ST,C37V#161,50,MI_OTM,13,7527     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7527,5,14,0,0,10,5,5,-80.254718,25.757097,3131,37,1,1,51,SW 37 AV SW 16 ST, 13 , 13 , 26 , 26 , (80), 37-SW 37 AV SW 16 ST , 17 , 0 , (13),-20 to 0,TRUE
1704,16024,14124,SW 37 AV@SW 14 ST,C37V#141,46,MI_FRG,10,7528     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7528,5,11,0,0,10,5,5,-80.254786,25.758704,3132,37,1,1,52,SW 37 AV SW 14 ST, 10 , 13 , 23 , 26 , (80), 37-SW 37 AV SW 14 ST , 17 , 0 , (13),-20 to 0,TRUE
1705,16025,14125,SW 37 AV@SW 12 ST,C37V#121,46,MI_FRG,6,7529     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7529,5,7,0,0,10,5,5,-80.254878,25.760764,3133,37,1,1,53,SW 37 AV SW 12 ST, 6 , 6 , 12 , 26 , (80), 37-SW 37 AV SW 12 ST , 17 , 0 , (6),-20 to 0,TRUE
1706,16026,14126,SW 37 AV@SW 9 TE,C37V##92,46,MI_FRG,13,7530     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7530,5,14,0,0,10,5,5,-80.254951,25.763143,3134,37,1,1,54,SW 37 AV SW 9 TE, 9 , 42 , 50 , 26 , (80), 37-SW 37 AV SW 9 TE , 17 , 0 , (37),-50 to -20,TRUE
3746,16027,14127,SW 37 AV@SW 8 ST,C37V##82,46,MI_FRG,90,7531     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7531,5,99,0,0,10,5,5,-80.25504,25.76503,3135,37,1,1,55,SW 37 AV SW 8 ST, 76 , 36 , 113 , 26 , (80), 37-SW 37 AV SW 8 ST , 17 , 0 , (23),-50 to -20,TRUE
